     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     6,     4,     1,     1,     1,     1,     1,     1,    25,    16,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     7,     1,     3,     1,     1,     1,     1,     1,    28,     1,    18,     1,     1,     1,     1,     1
     1,     5,     7,     1,     1,     1,     1,     1,     1,    21,    26,     1,     1,     1,     1,     1
     1,     3,     4,     1,     1,     1,     1,     1,     2,     5,     6,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    11,     1,     1,     7,     1,     1,     1,     1,    33,     1,     1,    26,     1,     1,     1,     1
     1,     6,     1,     6,     1,     1,     1,     1,     1,    31,     1,    27,     1,     1,     1,     1
     6,     3,     1,     1,     1,     1,     1,     1,    13,     9,     1,     5,     1,     1,     1,     1
     1,     1,     4,     8,     1,     1,     1,     1,     1,     1,    19,    41,     1,     1,     1,     1
     2,     1,     7,     1,     1,     1,     1,     1,    11,     1,    17,     9,     1,     1,     1,     1
     1,     4,     4,     2,     1,     1,     1,     1,     1,    12,     7,    11,     1,     1,     1,     1
     2,     6,     4,     1,     1,     1,     1,     1,     7,     8,     6,     7,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     6,     1,     1,     1,     9,     1,     1,     1,    20,     1,     1,     1,    29,     1,     1,     1
     1,     7,     1,     1,     5,     1,     1,     1,     1,    22,     1,     1,    20,     1,     1,     1
     3,     6,     1,     1,     3,     1,     1,     1,     6,    15,     1,     1,     6,     1,     1,     1
     1,     1,     7,     1,     2,     1,     1,     1,     1,     1,    25,     1,    12,     1,     1,     1
     1,     1,     4,     1,     2,     1,     1,     1,     8,     1,     9,     1,     4,     1,     1,     1
     1,     2,     3,     1,     4,     1,     1,     1,     1,     8,     8,     1,     8,     1,     1,     1
     3,     2,     2,     1,     2,     1,     1,     1,     6,     2,     5,     1,     4,     1,     1,     1
     1,     1,     1,     8,     7,     1,     1,     1,     1,     1,     1,    31,    32,     1,     1,     1
     6,     1,     1,     2,     2,     1,     1,     1,    16,     1,     1,    10,     9,     1,     1,     1
     1,     2,     1,     6,     2,     1,     1,     1,     1,     8,     1,    11,     8,     1,     1,     1
     5,     1,     1,     1,     2,     1,     1,     1,    13,     4,     1,     7,     8,     1,     1,     1
     1,     1,     4,     6,     2,     1,     1,     1,     1,     1,     9,    14,     9,     1,     1,     1
     3,     1,     2,     3,     2,     1,     1,     1,     7,     1,     6,     7,    10,     1,     1,     1
     1,     1,     1,     2,     2,     1,     1,     1,     1,     8,     8,     9,     6,     1,     1,     1
     1,     2,     3,     3,     3,     1,     1,     1,     4,     5,     7,     8,     5,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     3,     1,     1,     1,     1,    13,     1,     1,     9,     1,     1,     1,     1,    25,     1,     1
     1,     2,     1,     1,     1,     7,     1,     1,     1,    13,     1,     1,     1,    26,     1,     1
     1,     1,     1,     1,     1,     5,     1,     1,     5,     7,     1,     1,     1,    13,     1,     1
     1,     1,     5,     1,     1,     9,     1,     1,     1,     1,    18,     1,     1,    29,     1,     1
     3,     1,     1,     1,     1,     3,     1,     1,     8,     1,     5,     1,     1,     6,     1,     1
     1,     1,     1,     1,     1,     4,     1,     1,     1,     4,     5,     1,     1,     7,     1,     1
     2,     2,     1,     1,     1,     1,     1,     1,     4,     5,     4,     1,     1,     3,     1,     1
     1,     1,     1,     8,     1,    13,     1,     1,     1,     1,     1,    29,     1,    36,     1,     1
     4,     1,     1,     3,     1,     4,     1,     1,    11,     1,     1,     7,     1,    10,     1,     1
     1,     2,     1,     3,     1,     9,     1,     1,     1,     7,     1,    10,     1,    20,     1,     1
     4,     2,     1,     4,     1,     2,     1,     1,     9,     7,     1,    10,     1,     5,     1,     1
     1,     1,     3,     1,     1,     4,     1,     1,     1,     1,    11,     6,     1,    11,     1,     1
     5,     1,     2,     1,     1,     1,     1,     1,     9,     1,     6,     6,     1,     3,     1,     1
     1,     2,     1,     1,     1,     3,     1,     1,     1,     7,     5,     4,     1,    12,     1,     1
     4,     1,     4,     1,     1,     4,     1,     1,     8,     5,     8,     5,     1,     7,     1,     1
     1,     1,     1,     1,     5,     3,     1,     1,     1,     1,     1,     1,    20,    14,     1,     1
     1,     1,     1,     1,     2,     5,     1,     1,     5,     1,     1,     1,     7,     7,     1,     1
     1,     3,     1,     1,     1,     3,     1,     1,     1,     7,     1,     1,     8,     8,     1,     1
     3,     3,     1,     1,     1,     1,     1,     1,     4,     6,     1,     1,     3,     3,     1,     1
     1,     1,     1,     1,     2,     3,     1,     1,     1,     1,     6,     1,     6,     6,     1,     1
     1,     1,     2,     1,     2,     3,     1,     1,     3,     1,     3,     1,     4,     4,     1,     1
     1,     2,     3,     1,     3,     2,     1,     1,     1,     5,     5,     1,     6,     5,     1,     1
     1,     1,     1,     1,     1,     3,     1,     1,     2,     2,     2,     1,     2,     3,     1,     1
     1,     1,     1,     2,     2,     5,     1,     1,     1,     1,     1,     7,     6,    14,     1,     1
